//=======================================================================================================

//========================================================================================================

//=================================
// //Categoria Sword//
//=================================
0
// [01]  [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]        [11]        [12]          [13]         [14]              [15]              [16]       [17]          [18]           [19]        [20]          [21]            [22]   [SM]    [BK]    [ELF]  [MG]    [DL]    [SU]    [RF]
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
96       *      0       1       1        1            0            0          "Seal of Strength"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
103      *      0       1       1        1            0            0          "Party EXP Scroll"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
104      *      0       1       1        1            0            0          "Max AG Boost Aura"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
105      *      0       1       1        1            0            0          "Max SD Boost Aura"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
106      8      0       1       1        1            0            0          "Pet Unicorn"                        28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
107      10     0       1       1        1            0            0          "Lethal Wizard's Ring"               0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
109      10     0       1       1        1            0            0          "Sapphire Ring"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
110      10     0       1       1        1            0            0          "Ruby Ring"                          0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
111      10     0       1       1        1            0            0          "Topaz Ring"                         0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
112      10     0       1       1        1            0            0          "Amethyst Ring"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
113      9      0       1       1        1            0            0          "Ruby Necklace"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
114      9      0       1       1        1            0            0          "Emerald Necklace"                   0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
115      9      0       1       1        1            0            0          "Sapphire Necklace"                  0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
116      10     0       1       1        1            0            0          "Seal of Wealth"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
117      *      0       1       1        1            0            0          "Minimum Vitality Potion"            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
118      *      0       1       1        1            0            0          "Low Vitality Potion"                0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
119      *      0       1       1        1            0            0          "Medium Vitality Potion"             0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
120      *      0       1       1        1            0            0          "High Vitality Potion"               0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
121      0      0       1       1        1            0            0          "Open Access Ticket to Chaos Ca"     25964   10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
122      10     0       1       1        1            0            0          "Skeleton Transformation Ring"       1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
123      8      0       1       1        1            0            0          "Pet Skeleton"                       1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
124      *      0       1       1        1            0            0          "Paid Channel Access Ticket"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
125      0      0       1       1        1            0            0          "Open Access Ticket to Doppelga"     29285   10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
126      *      0       1       1        1            0            0          "Open Access Ticket to Varka"        0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
127      *      0       1       1        1            0            0          "Open Access Ticket to Varka Ma"     55      3            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
128      *      0       1       1        1            0            0          "Hawk Figurine"                      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
129      *      0       1       1        1            0            0          "Goat Figurine"                      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
130      *      0       1       1        1            0            0          "Oak Charm"                          0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
131      *      0       1       1        1            0            0          "Maple Charm"                        0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
132      *      0       1       2        1            0            0          "Golden Oak Charm"                   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
133      *      0       1       2        1            0            0          "Golden Maple Charm"                 0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
134      *      0       1       1        1            0            0          "Worn Horseshoe"                     0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
135      *      0       1       1        1            0	           0	      "1st Lucky Armor Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
136      *      0       1       1        1            0	           0	      "1st Lucky Pants Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
137      *      0       1       1        1            0	           0	      "1st Lucky Helm Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
138      *      0       1       1        1            0	           0	      "1st Lucky Gloves Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
139      *      0       1       1        1            0	           0	      "1st Lucky Boots Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
140      *      0       1       1        1            0	           0	      "2sd Lucky Armor Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
141      *      0       1       1        1            0	           0	      "2sd Lucky Pants Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
142      *      0       1       1        1            0	           0	      "2sd Lucky Helm Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
143      *      0       1       1        1            0	           0	      "2sd Lucky Gloves Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
144      *      0       1       1        1            0	           0	      "2sd Lucky Boots Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
149      *      0       1       1        1            0            0          "Nixie's Spirit Fragment"            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
150      *      0       1       1        1            0            0          "Steel of Heaven"               	   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
151      *      0       2       2        1            0            0          "Archangel's Hammer"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
152      *      0       2       2        1            0            0          "Sealed Stone Shard"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
153      *      0       2       2        1            0            0          "Holyangel Soul"               	   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
154      *      0       2       2        1            0            0          "Dark Angel Anvil"               	   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
155      *      0       2       2        1            0            0          "Holyangel Anvil"               	   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
165      *      0       1       2        1            0            0          "Garuda's Feather"               	   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
166      *      0       1       2        1            0            0          "Garuda's Flame"               	   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
167      *      0       1       1        1            0            0          "Golden Sentences"               	   0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
168      *      0       1       1        1            0            0          "Lesser Spirit Stone"                0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
169      *      0       1       1        1            0            0          "Intermediate Spirit Stone"          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
170      *      0       1       1        1            0            0          "Greater Spirit Stone"               0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
171      *      0       1       1        1            0            0          "Muun Egg"                 	   0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
173      *      0       2       2        1            0            0          "Cold Horn"               	   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
174      *      0       2       2        1            0            0          "Blue Eye Anvil"               	   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
175      *      0       2       2        1            0            0          "Awakening Soul"               	   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
176      *      0       2       2        1            0            0          "Soul Anvil"               	   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1

//====================================================
//  //Categoria # Pets # Ferir # Horse # Do 200 Até 280
//====================================================
//[01]   [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]         [11]          [12]         [13]          [14]          [15]          [16]          [17]          [18]   [SM]    [BK]    [ELF]   [MG]    [DL]    [SU]    [RF]
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   None   DW      DK      FE      MG      DL      SU      RF
200	 8	76	1	1	 1            1		   0          "Pet Ferir Dark Raven"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
201	 8	76	1	1	 1            1		   0          "Pet Ferir Armageddon"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
202	 8	76	1	1	 1            1		   0          "Pet Ferir Of Apocalipse"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
203	 8	76	1	1	 1            1		   0          "Pet IceRed Dragon"	           0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
204	 8	76	1	1	 1            1		   0          "Pet IceBlue Dragon"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
205	 8	76	1	1	 1            1		   0          "Pet Ferir Natal"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
206	 8	0	1	1	 1            1		   0          "Pet Ferir Blue"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
207	 8	76	1	1	 1            1		   0          "Pet Ferir Green"		           0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
208	 8	76	1	1	 1            1		   0          "Pet Ferir purple"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
209	 8	76	1	1	 1            1		   0          "Pet Ferir Pink"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
210	 8	76	1	1	 1            1		   0          "Pet Ferir Red"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
211      8      76      2       2        1            0            0          "Pet Ferir Gold"                     300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
212      8      0       2       2        1            0            0          "Pet Ferir Of New 2022"              300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
213      8      0       2       2        1            0            0          "Pet Dragon Fire Green"              300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
214      8      76      1       1        1            0            0          "Pet Ferir Blood Vampire"            300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
215      8      0       2       2        1            0            0          "Pet Dragon Of Blue White"           300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1


//====================================================
//  //Categoria # Pets # Horse 
//====================================================
251	 8      62      1       1        1            0            0          "Pet Horse Natal"			   300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
252	 8      62      1       1        1            0            0          "Pet Horse White"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
253      8      62      1       1        1            0            0          "Ghost Horse"                        218     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
254      8      62      1       1        1            0            0          "Horse GlostRed"                     300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
255      8      62      1       1        1            0            0          "Horse Amarelo"                      300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
256      8      62      1       1        1            0            0          "Horse Abaddon"                      300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
257      8      62      1       1        1            0            0          "Horse Christmas"                    300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
211	 8      62      1       1        1            0            0          "Pet Horse Rena Natal"		   300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
232      8      0       1       1        1            0            0          "Horn Of Uniria"                     25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1



//==================================================================
//  //Categoria # Pets # MuunPets # Do 281 Até 350
//==================================================================
//[01]  [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]         [11]          [12]          [13]          [14]          [15]          [16]          [17]          [18]  [SM]    [BK]    [ELF]   [MG]    [DL]    [SU]    [RF]
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   None   DW      DK      FE      MG      DL      SU      RF
281	 12	0	1	1	 1            1		   0          "Pet Dark Pirate"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
282	 12	0	1	1	 1            1		   0          "Pet Mummy Horus"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
283      12     0       1       1        1            0            0          "Pet Of Marinheiro"                  300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
284	 12	0	1	1	 1            1		   0          "Pet War 2.0 [RL]"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
285	 12	0	1	1	 1            1		   0          "Pet Mommoth"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
286	 12	0	1	1	 1            1		   0          "Pet Mini Rena Natal"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
287      12     76      1       1        1            0            0          "Pet Mini Ferir Natal"               28      255          0             0             0             0             0             0             0             0      0       1       0       0       1       0       0
288	 12	0	1	1	 1            1		   0          "Pet Of Cup [F]"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
289      12     0       1       1        1            0            0          "Mini Ferir Abaddon"                 300     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1


//==================================================================
//  //Categoria # Pets # Angles Pets Voador Do 351 Até 410
//==================================================================
//[01]  [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]         [11]          [12]          [13]          [14]          [15]          [16]          [17]          [18]   [SM]    [BK]    [ELF]   [MG]    [DL]    [SU]    [RF]
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   None   DW      DK      FE      MG      DL      SU      RF
351	 12	0	1	1	 1            1		   0          "Pet Eagle Horus"		           0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
352	 12	0	1	1	 1            1		   0          "Pet Eagle Zeus"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
353      12     0       1       1        1            0            0          "Pet Eagle Of Saron"                 25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
354      12     0       1       1        1            0            0          "Eagle Of New 2022"                  25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
355      12     0       1       1        1            0            0          "Eagle Fire Green"                   25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
356	 12	0	1	1	 1            1		   0          "Pet Steel 2.0"			   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
357	 12	0	1	1	 1            1		   0          "Pet Arcanjo Voador"		   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1

end

//=================================
//  //Categoria # Potion #  Jewel
//=================================
14
// [01]  [02]   [03]    [04]    [05]     [06]         [07]         [08]       [NOME]                               [09]    [10]      
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Value   Level
0        *      0       1       1        1            0            1          "Apple"                              5       1
1        *      0       1       1        1            0            1          "Small Healing Potion"               10      10
2        *      0       1       1        1            0            1          "Healing Potion"                     20      25
3        *      0       1       1        1            0            1          "Large Healing Potion"               30      40
4        *      0       1       1        1            0            1          "Small Mana Potion"                  10      10
5        *      0       1       1        1            0            1          "Mana Potion"                        20      25
6        *      0       1       1        1            0            1          "Large Mana Potion"                  30      40
7        *      0       1       1        1            0            0          "Siege Potion"                       30      0
8        *      0       1       1        1            0            1          "Antidote"                           10      10
9        *      0       1       2        1            0            1          "Ale"                                30      15
10       *      0       1       2        1            0            1          "Town Portal Scroll"                 30      30
11       *      0       1       1        1            0            0          "Box of Luck"                        0       0
12       *      0       1       1        1            0            0          "Heart"                              0       0
13       *      0       1       1        1            0            0          "Jewel of Bless"                     150     25
14       *      0       1       1        1            0            0          "Jewel of Soul"                      150     30
15       *      0       1       1        0            0            0          "Zen"                                0       0
16       *      0       1       1        1            0            0          "Jewel of Life"                      0       72
17       *      0       1       1        1            0            0          "Devil's Eye"                        0       1
18       *      0       1       1        1            0            0          "Devil's Key"                        0       1
19       *      0       1       1        1            0            0          "Devil's Invitation"                 0       0
20       *      0       1       1        1            0            0          "Remedy of Love"                     0       0
21       *      0       1       1        1            0            0          "Rena"                               0       0
22       *      0       1       1        1            0            0          "Jewel of Creation"                  0       78
23       *      0       1       1        1            0            0          "Scroll of the Emperor"              0       0
24       *      0       1       2        1            0            0          "Broken Sword"                       0       0
25       *      0       1       1        1            0            0          "Tear of Elf"                        0       0
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Value       Level
26       *      0       1       1        1            1            1          "Zen: 500.000.000"                   0       0   
27       *      0       1       1        1            0            1          "Zen: 1.000.000.000"                 0       0   
30       *      0       1       1        1            0            1          "Zen: 2.000.000.000"                 0       0 
31       *      0       1       1        1            0            0          "Jewel of Guardian"                  75      0
32       *      0       1       1        1            0            0          "Pink Chocolate Box"                 0       0
33       *      0       1       1        1            0            0          "Red Chocolate Box"                  0       0
34       *      0       1       1        1            0            0          "Blue Chocolate Box"                 0       0
35       *      0       1       1        1            0            1          "Small SD Potion"                    50      0
36       *      0       1       1        1            0            1          "SD Potion"                          80      0
37       *      0       1       1        1            0            1          "Large SD Potion"                    100     0
38       *      0       1       1        1            0            1          "Small Complex Potion"               20      68
39       *      0       1       1        1            0            1          "Complex Potion"                     40      96
40       *      0       1       1        1            0            1          "Large Complex Potion"               60      118
41       *      0       1       1        1            0            0          "Gemstone"                           150     25
42       *      0       1       1        1            0            0          "Jewel of Harmony"                   150     25
43       *      0       1       1        1            0            0          "Lower refining stone"               150     25
44       *      0       1       1        1            0            0          "Higher refining stone"              150     25
45       *      0       1       1        1            0            0          "Pumpkin of Luck"                    0       1
46       *      0       1       2        1            0            0          "Jack O'Lantern Blessings"           0       0
47       *      0       1       2        1            0            0          "Jack O'Lantern Wrath"               0       0
48       *      0       1       2        1            0            0          "Jack O'Lantern Cry"                 0       0
49       *      0       1       1        1            0            0          "Jack O'Lantern Food"                0       0
50       *      0       1       1        1            0            0          "Jack O'Lantern Drink"               0       0
51       *      0       1       1        1            0            0          "Chistmas Star"                      0       0
52       *      0       1       1        1            0            0          "GM Gift"                            0       0
53       *      0       1       1        1            0            0          "Talisman of Luck"                   0       0
54       *      0       1       1        1            0            0          "Chaos Card"                         0       0
55       *      0       1       1        1            0            0          "Green Chaos Box"                    0       0
56       *      0       1       1        1            0            0          "Red Chaos Box"                      0       0
57       *      0       1       1        1            0            0          "Purple Chaos Box"                   0       0
58       *      0       1       1        1            0            0          "Rare Item Ticket1"                  0       0
59       *      0       1       1        1            0            0          "Rare Item Ticket2"                  0       0
60       *      0       1       1        1            0            0          "Rare Item Ticket3"                  0       0
61       *      0       1       1        1            0            0          "Rare Item Ticket4"                  0       0
62       *      0       1       1        1            0            0          "Rare Item Ticket5"                  0       0
63       *      0       1       1        1            0            0          "Firecracker"                        0       0
64       *      0       1       1        1            0            0          "Cursed Castle Water"                0       0
65       *      0       1       1        1            0            0          "Death-beam Knight Flame"            0       0
66       *      0       1       2        1            0            0          "Hell-Miner Horn"                    0       0
67       *      0       1       2        1            0            0          "Dark Phoenix Feather"               0       0
68       *      0       1       2        1            0            0          "Abyssal Eye"                        0       0
70       *      0       1       1        1            0            0          "Elite Healing Potion"               0       0
71       *      0       1       1        1            0            0          "Elite Mana Potion"                  0       0
72       *      0       2       2        1            0            0          "Scroll of Quickness"                0       0
73       *      0       2       2        1            0            0          "Scroll of Defense"                  0       0
74       *      0       2       2        1            0            0          "Scroll of Wrath"                    0       0
75       *      0       2       2        1            0            0          "Scroll of Wizardry"                 0       0
76       *      0       2       2        1            0            0          "Scroll of Health"                   0       0
77       *      0       2       2        1            0            0          "Scroll of Mana"                     0       0
78       *      0       1       2        1            0            0          "Elixir of Strength"                 0       0
79       *      0       1       2        1            0            0          "Elixir of Agility"                  0       0
80       *      0       1       2        1            0            0          "Elixir of Health"                   0       0
81       *      0       1       2        1            0            0          "Elixir of Energy"                   0       0
82       *      0       1       2        1            0            0          "Elixir of Control"                  0       0
83       *      0       1       1        1            0            0          "Rare Item Ticket"                   0       0
84       *      0       1       1        1            0            0          "Cherry Blossom Play-Box"            0       0
85       *      0       1       2        1            0            0          "Cherry Blossom Wine"                0       0
86       *      0       1       1        1            0            0          "Cherry Blossom Rice Cake"           0       0
87       *      0       1       1        1            0            0          "Cherry Blossom Flower Petal"        0       0
88       *      0       1       2        1            0            0          "White Cherry Blossom Branch"        0       0
89       *      0       1       2        1            0            0          "Red Cherry Blossom Branch"          0       0
90       *      0       1       2        1            0            0          "Golden Cherry Blossom Branch"       0       0
91       *      0       1       1        1            0            0          "Summoner Character Card"            0       0
92       *      0       1       1        1            0            0          "Chaos Card Gold"                    0       0
93       *      0       1       1        1            0            0          "Chaos Card Rare"                    0       0
94       *      0       1       1        1            0            0          "Medium Elite Healing Potion"        0       0
95       *      0       1       1        1            0            0          "Chaos Card  Mini"                   0       0
96       *      0       1       1        1            0            0          "Talisman of Chaos Assembly"         0       0
97       *      0       2       2        1            0            0          "Scroll of Battle"                   0       0
98       *      0       2       2        1            0            0          "Scroll of Strength"                 0       0
99       *      0       1       1        1            0            0          "Christmas Firecracker"              0       0
100      *      0       1       1        1            0            0          "Lucky Coin"                         0       0
101      *      0       1       1        1            0            0          "Suspicious Scrap of Paper"          0       32
102      *      0       1       1        1            0            0          "Gaion's Order"                      0       0
103      *      0       1       1        1            0            0          "First Secromicon Fragment"          0       0
104      *      0       1       1        1            0            0          "Second Secromicon Fragment"         0       0
105      *      0       1       1        1            0            0          "Third Secromicon Fragment"          0       0
106      *      0       1       1        1            0            0          "Fourth Secromicon Fragment"         0       0
107      *      0       1       1        1            0            0          "Fifth Secromicon Fragment"          0       0
108      *      0       1       1        1            0            0          "Sixth Secromicon Fragment"          0       0
109      *      0       1       1        1            0            0          "Complete Secromicon"                0       0
110      *      0       1       1        1            0            0          "Sign of Dimensions"                 0       32
111      *      0       1       1        1            0            0          "Mirror of Dimensions"               0       0
112      *      0       1       1        1            0            0          "Silver Key"                         0       0
113      *      0       1       1        1            0            0          "Gold Key"                           0       0
114      *      0       1       1        1            0            0          "Master Skill Reset"                 0       0
115      *      0       1       1        1            0            0          "Stat Adjustment"                    0       0
116      *      0       1       1        1            0            0          "Character Relocation Service"       0       0
117      *      0       1       1        1            0            0          "Character Rename Service"           0       0
118      *      0       1       1        1            0            0          "Server Relocation Service"          0       0
119      *      0       1       1        1            0            0          "Premium Package"                    0       0
120      *      0       1       1        1            0            0          "Goblin Gold Coin"                   0       0
125      *      0       1       1        1            0            0          "Package Box"                        0       0
126      *      0       1       1        1            0            0          "30-Day Pass"                        0       0
127      *      0       1       1        1            0            0          "90-Day Pass"                        0       0
128      *      0       1       1        1            0            0          "30-Day Pass - Points"               0       0
129      *      0       1       1        1            0            0          "90-Day Pass - Points"               0       0
130      *      0       1       1        1            0            0          "3-Hour Pass"                        0       0
131      *      0       1       1        1            0            0          "5-Hour Pass"                        0       0
132      *      0       1       1        1            0            0          "10-Hour Pass"                       0       0
133      *      0       1       1        1            0            0          "Elite SD Potion"                    0       0
134      *      0       1       1        1            0            0          "Package Box A"                      0       0
135      *      0       1       1        1            0            0          "Package Box B"                      0       0
136      *      0       1       1        1            0            0          "Package Box C"                      0       0
137      *      0       1       1        1            0            0          "Package Box D"                      0       0
